id,dataset,question,option_0,option_1,option_2,option_3,probing_accuracy,logits,prediction,gold,bertscore_f1,heuristic_dependence_score,reasoning_score,context_fidelity_score,shap_score,contrastive_prediction_original,contrastive_prediction_swapped,contrastive_robust
125,SATACT,The student wants to explain an advantage of microprobes. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Despite being heavy, NASA's rovers can land successfully on the surface of Mars.","Microprobes, which weigh as little as 50 milligrams, could explore areas of Mars that are inaccessible to NASA's heavy, wheeled rovers.","NASA currently uses its rovers on Mars, but microprobes have been proposed as an alternative.","Though they are different sizes, both microprobes and rovers can be used to explore the surface of Mars.",0.48,"[-41.0374648780562, -57.56647012938629, -40.989015526138246, -42.3458597677527]",2,1,0.87572616,1.0,1.399,1.0,1.658,C,B,False
126,SATACT,"If the writer were to change the pronoun ""one"" to ""we"" in the sentence ""Yet one can hear in the music of their descendants, beautiful variations on a musical sound that has survived for many centuries."", this closing sentence would?",indicate that the writer is a descendant of the Incas.,suggest that the essay's audience are all musicians,take on a somewhat more personal tone.,become more clearly a call to action.,0.48,"[-44.51375015825033, -41.22583255171776, -21.83738400042057, -49.83919072151184]",2,2,1.0,1.0,2.114,0.0,2.8,C,B,False
127,SATACT,What does the text indicate about the discovery of the sandal?,Temperatures contributed to both protecting and revealing the sandal.,The discovery revealed that the Roman Empire had more influence on Norway than archaeologists previously assumed.,Archaeologists would have found the sandal eventually without help from the general public.,The sandal would have degraded if it hadn’t been removed from the ice.,0.48,"[-71.08635583147407, -50.93771515786648, -75.87670867238194, -43.03508462791797]",3,0,0.8764823,1.0,2.729,1.0,3.284,D,A,False
128,SATACT,"In the sentence ""In 1916, as the Democratic Party’s national convention met in St. Louis, Missouri, to nominate candidates for the presidency and vice-presidency and to establish a platform, a set of positions on issues."", what is the best answer to replace the phrase ""as""?",NO CHANGE,while,when,OMIT the underlined portion.,0.48,"[-21.125951796770096, -14.214010238647461, -13.052644729614258, -35.50607788562775]",2,3,0.80801773,0.5,1.788,0.0,2.245,C,B,False
129,SATACT,Which choice completes the text with the most logical and precise word or phrase?,recognizable,intriguing,significant,useful,0.48,"[-35.15129089355469, -53.1051664352417, -19.933698654174805, -32.24622058868408]",2,0,0.9993523,0.0,2.371,0.0,3.317,C,B,False
130,SATACT,The student wants to present LIGO’s aim and methodology. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"In 2015, LIGO’s massive interferometers detected a powerful ripple that originated in deep space and eventually passed through Earth.","Though the physics study LIGO began in 2002, its massive interferometers didn’t detect a gravitational wave until 2015.","To achieve its aims, LIGO uses a pair of massive interferometers that are thousands of miles apart.","A physics study designed to detect and analyze gravitational waves, LIGO uses a pair of massive interferometers that are thousands of miles apart.",0.48,"[-51.02842042518023, -67.87403230262862, -39.378461018175585, -50.95717560182675]",2,3,0.93524903,1.0,2.032,0.0,2.85,C,B,False
131,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,people’s stories,peoples story’s,peoples stories,people’s story’s,0.48,"[-43.25254201889038, -65.73870778083801, -42.31588268280029, -50.88331118226051]",2,0,0.9259689,0.0,1.876,0.0,2.342,C,B,False
132,SATACT,Which choice completes the text with the most logical and precise word or phrase?,unpredictable,important,secretive,ordinary,0.48,"[-63.837507247924805, -15.321870803833008, -35.89811992645264, -16.91143226623535]",1,1,1.0000001,0.0,3.912,0.0,4.852,B,C,False
133,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,Smith:,Smith—,Smith,"Smith,",0.48,"[-16.32833456993103, -21.809873580932617, -14.247392654418945, -16.169427633285522]",2,2,0.99999994,0.0,0.564,0.0,0.756,C,B,False
134,SATACT,The student wants to contrast first-class levers and second-class levers. Which choice most effectively uses relevant information from the notes to accomplish this goal? ,"In levers, the effort is the force applied to the lever; the load, in contrast, is the force that the lever exerts on another object. ","In first-class and second-class levers, the fulcrum and the load are in different locations. ","First-class levers are simple machines consisting of a rigid beam and a fulcrum, but then again, the same is true of second-class levers. ","In first-class levers, the fulcrum is located between the effort and the load, but in second-class levers, the load is located between the effort and the fulcrum. ",0.48,"[-51.78995216800831, -38.37207498808857, -58.29685219441308, -29.348280411970336]",3,3,1.0,1.0,2.26,1.0,2.895,D,A,False
135,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,pressure on lawmakers increased when the activists staged a sit-in protest,a sit-in protest staged by the activists increased pressure on lawmakers,lawmakers came under increased pressure when the activists staged a sit-in protest,the activists increased pressure on lawmakers by staging a sit-in protest,0.48,"[-58.28627520613372, -56.96106907725334, -73.22994784638286, -48.586879119277]",3,3,1.0,1.0,1.776,0.0,2.464,D,A,False
136,SATACT,"Which quotation from an art critic most directly challenges the claim in the text, “In his 1950 masterpiece History of Mexico, Medellín fuses these influences into a style so idiosyncratic that it resists efforts to view his work through the lens of nationality or cultural identity.”?","“Although a number of ancient Indigenous artistic traditions pictured human forms in profile, the forms populating the surface of A History of Mexico suggest a specifically Maya influence.”","“In A History of Mexico, the synthesis of ancient and modernist traditions functions as a stylistic parallel to the work’s subject matter: a survey of centuries of Mexican history.”",“Many critics focus on Indigenous influences in A History of Mexico and other key works by Medellín to the exclusion of influences from non-Indigenous art.”,"“While A History of Mexico features modernist motifs, it relies primarily on angular human forms in profile—a staple of Maya sculpture—and thus invites classification as Indigenous art.”",0.28,"[-142.5493552600965, -132.28164987824857, -97.42387832477107, -137.06087166257203]",2,3,0.88817143,1.0,3.529,0.0,4.513,C,B,False
137,SATACT,The student wants to begin a narrative about Wong’s award-nominated web series. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"In 2012, director and visual effects artist Freddie Wong launched a new action-comedy web series: Video Game High School.","Video Game High School was celebrated for its inventive video game–centric world and high-quality special effects, and it was nominated for a Producer’s Guild Award for Outstanding Digital Series.","Wong, cocreator of the YouTube channel RocketJump, would go on to see his web series be nominated for a Producers Guild Award.","In 2012, Video Game High School premiered on RocketJump; it would later be nominated for an award.",0.28,"[-48.787204936437774, -48.27893807703731, -101.96630387904588, -54.77844233601354]",1,0,0.86814094,1.0,4.476,1.0,5.369,B,C,False
138,SATACT,Which choice most logically completes the text?,could suggest that there are differences in cognitive ability among the monkeys even though such differences may not actually exist.,are useful for identifying tasks that the monkeys lack the cognitive capacity to perform but not for identifying tasks that the monkeys can perform.,should not be taken as indicative of the cognitive abilities of any monkey species other than C. imitator.,reveal more about the monkeys' cognitive abilities when solving artificial problems than when solving problems encountered in the wild.,0.28,"[-60.643773049116135, -68.32816187292337, -49.878464221954346, -76.77074874937534]",2,0,0.85472256,1.0,1.981,1.0,2.689,C,B,False
139,SATACT,Which choice best states the main idea of the text?,Mary hides in the garden to avoid doing her chores.,Mary is getting bored with pulling up so many weeds in the garden.,Mary is clearing out the garden to create a space to play.,Mary feels very satisfied when she’s taking care of the garden.,0.28,"[-38.59932854771614, -42.738162003457546, -44.52395775914192, -55.62223964557052]",0,3,0.90533984,1.0,1.259,0.0,1.702,A,D,False
140,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,is studying,has studied,study,studies,0.28,"[-19.953757286071777, -21.1267671585083, -15.76352310180664, -33.53047275543213]",2,2,1.0000001,0.25,1.324,0.0,1.777,C,B,False
141,SATACT,Which choice most logically completes the text? ,the English dialects spoken in the Upland South acquired their emphasis on the “r” sound from dialects spoken in Scotland. ,emphasis on the “r” sound will eventually spread from English dialects spoken in the Upland South to dialects spoken elsewhere. ,the English dialects spoken in Scotland were influenced by dialects spoken in the Upland South. ,people from Scotland abandoned their emphasis on the “r” sound after relocating to the Upland South. ,0.28,"[-63.08104609884322, -63.18928364641033, -50.31431094184518, -61.90117456903681]",2,0,0.9415279,1.0,1.079,0.0,1.287,C,B,False
142,SATACT,Which choice best states the main idea of the text?,"Although it may seem surprising that foreign investment declines in developing countries as natural-resource extraction makes up a larger share of those countries’ economies, that decline happens because resource extraction requires initial investments too large for foreign investors to supply.","Although developing countries tend to become less dependent on foreign investment as natural-resource industries make up a larger share of their economies, this change may not occur if the boom-bust cycle of those industries destabilizes local currencies or increases countries’ vulnerability to external shocks.","Although one might expect that foreign investment would increase as natural-resource extraction makes up a larger share of developing countries’ economies, the opposite happens because heavy reliance on natural resources can lead to unattractive conditions for investors.","Although foreign investors tend to avoid initial investments in natural-resource industries in developing countries, foreign investment may increase significantly as those industries stabilize and the risks associated with them decline.",0.28,"[-117.16958044108469, -102.65010950533906, -109.61717520153616, -93.36864157114178]",3,2,0.8923745,1.0,1.756,0.0,2.38,D,A,False
143,SATACT,Which choice completes the text with the most logical and precise word or phrase?,skeptical,observant,critical,confident,0.28,"[-45.91764736175537, -32.89774703979492, -18.843944549560547, -33.062482833862305]",2,1,0.8731336,0.0,1.915,0.0,2.707,C,B,False
144,SATACT,Which choice best states the main purpose of the text?,To provide details about how Argerich identifies which pieces of music she will perform,To assert that Argerich’s performances look effortless because of how she prepares for them,To discuss the kinds of music Argerich feels most comfortable encountering for the first time,To describe the unique way that Argerich approaches music she hasn’t performed before,0.28,"[-49.95341418986209, -56.44181055302033, -55.89914913685061, -44.63100962410681]",3,1,0.9105701,1.0,0.965,1.0,1.181,D,A,False
145,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,enter,to enter,having entered,entering,0.28,"[-15.01246452331543, -18.193447589874268, -23.90898323059082, -31.980114936828613]",0,0,1.0,0.25,1.289,0.0,1.697,A,D,False
146,SATACT,Which choice best states the main idea of the text?,Researchers are unsure how giant honeybees defend against predators larger than hornets.,Researchers think that shimmering in giant honeybees is a specific defense against hornets.,Hornets are known to be the main predator of giant honeybees.,Several different species of insects use shimmering to defend against hornets.,0.28,"[-45.21291037276387, -36.46274209115654, -63.08824399858713, -37.89939384069294]",1,1,1.0,0.75,2.118,1.0,2.663,B,C,False
147,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,skeptical but,"skeptical, but","skeptical,",skeptical,0.28,"[-52.70311737060547, -52.57776761054993, -50.164825201034546, -46.72778511047363]",3,1,0.8557855,0.0,0.485,0.0,0.598,D,A,False
148,SATACT,"According to the text, which piece of Favela’s art was on display in the Petersen Automotive Museum in 2017?",A painting of Los Angeles,A sculpture of a lowrider car,A painting of a piñata,A sculpture of Jesse Valadez,0.28,"[-18.560497011989355, -18.691842099651694, -16.363446209114045, -16.558706230774987]",2,1,0.9163357,1.0,0.217,1.0,0.233,C,B,False
149,SATACT,Which choice completes the text with the most logical transition?,"regardless,","admittedly,","in other words,","meanwhile,",0.28,"[-38.86472177505493, -32.61915320158005, -15.502009235322475, -38.34119123220444]",2,2,1.0,0.0,1.892,0.0,2.336,C,B,False
100,SATACT,Which choice completes the text with the most logical and precise word or phrase?,involuntarily,beneficially,strenuously,smoothly,0.28,"[-28.0634645819664, -37.66345715522766, -30.692310571670532, -48.9822940826416]",0,0,0.9999999,0.0,1.619,0.0,2.092,A,D,False
101,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"researchers, Roberto Scandone and Christopher Kilburn,","researchers, Roberto Scandone and Christopher Kilburn",researchers Roberto Scandone and Christopher Kilburn,"researchers Roberto Scandone, and Christopher Kilburn",0.28,"[-108.49486231803894, -107.85324382781982, -103.41832143068314, -109.56475758552551]",2,2,1.0,1.0,0.468,0.0,0.615,C,B,False
102,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"single-handedly, however;","single-handedly; however,","single-handedly, however,",single-handedly however,0.28,"[-38.08704447746277, -33.87235723435879, -32.5372149348259, -34.75294065475464]",2,0,0.96760476,0.0,0.41,0.0,0.555,C,B,False
103,SATACT,Which choice most logically completes the text?,making individual E. esula plants more susceptible to existing chemical herbicides.,enhancing the ecological benefits of E. esula in North America.,enabling cattle to consume E. esula without becoming sick.,reducing invasive E. esula numbers without harming other organisms.,0.28,"[-50.71860955096781, -52.18221908155829, -52.96968843322247, -56.107705384492874]",0,3,0.89598066,0.25,0.394,1.0,0.539,A,D,False
104,SATACT,"Based on the passage, the information about Luna City and Mars is most likely meant to represent the:",types of advances in space exploration the narrator anticipated would happen next.,plotlines the narrator planned to develop in his science fiction stories.,official plans for space development revealed during the broadcast.,far-fetched fantasies that first inspired the narrator to become a science fiction writer.,0.28,"[-157.29271161556244, -166.739972114563, -112.94827890396118, -190.7401475906372]",2,0,0.8881447,1.0,5.634,0.0,7.779,C,B,False
105,SATACT,Which choice most logically completes the text?,obscuring their awareness of the high degree of artifice involved in constructing the montage.,"lessening their identification with the protagonist, if not alienating them from the character altogether.","compelling them to identify with the film’s director, whose proxy is the camera, and not with the protagonist.",diverting their attention away from the film’s content and toward its stylistic attributes.,0.28,"[-75.03573136567138, -48.71850715065375, -84.41807087883353, -62.53033985197544]",1,1,0.99999994,1.0,2.684,0.0,3.57,B,C,False
106,SATACT,Which choice completes the text with the most logical and precise word or phrase?,substantial,satisfying,unimportant,appropriate,0.28,"[-34.60044860839844, -46.80762481689453, -19.88703966140747, -16.784189224243164]",3,2,0.8968708,0.0,2.408,0.0,3.002,D,A,False
107,SATACT,Which choice completes the text with the most logical and precise word or phrase?,struggling,beneficial,simple,healthy,0.28,"[-57.07881546020508, -38.84558868408203, -16.652681350708008, -18.58224105834961]",2,3,0.997846,0.0,3.3,0.0,4.043,C,B,False
108,SATACT,The student wants to explain an advantage of the infilling technique. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"To remove carvings from sandstone arches in Utah’s Arches National Park, power grinding is not always feasible.","Filling in carvings with ground sandstone and a bonding agent is less invasive than smoothing them away with a power grinder, which can greatly alter or damage the sandstone arches.",Park rangers can use a power grinding technique to smooth away carvings or fill them in with ground sandstone and a bonding agent.,"As methods for removing carvings from sandstone, power grinding and infilling differ in their level of invasiveness.",0.28,"[-38.58947687175532, -54.01072017025581, -35.35459686989634, -55.647558423392184]",2,1,0.91270196,1.0,1.804,1.0,2.029,C,B,False
109,SATACT,Which choice most logically completes the text?,a language can protect itself from being influenced by other languages.,the grammar and vocabulary of any given language change from one generation to the next.,geographical isolation can influence how a language develops.,speakers of one dialect of a language can understand speakers of another dialect of that language.,0.28,"[-41.045293264091015, -39.86046187765896, -52.667337477207184, -63.755843844264746]",1,2,0.88502055,1.0,1.943,1.0,2.39,B,C,False
110,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,it was,they were,this was,some were,0.28,"[-16.328746795654297, -19.969648838043213, -19.84194564819336, -21.526384353637695]",0,1,0.93433815,0.25,0.38,0.0,0.52,A,D,False
111,SATACT,The student wants to emphasize a similarity between P waves and S waves. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"P waves and S waves both travel beneath Earth’s surface, causing the ground to move.",P waves travel away from an earthquake’s starting point at a higher rate of speed than do S waves. ,"Spreading out from the focus of an earthquake, P waves move the ground backward and forward. ","Although P waves and S waves start at the same point, they behave very differently. ",0.48,"[-32.845333439996466, -57.423408096889034, -48.90228244103491, -39.03749381005764]",0,0,1.0,1.0,1.876,1.0,2.458,A,D,False
112,SATACT,Which choice completes the text with the most logical and precise word or phrase?,circumvents,eclipses,fabricates,exemplifies,0.48,"[-36.874957263469696, -33.605090975761414, -41.425679206848145, -33.364195585250854]",3,3,0.9999999,0.0,0.652,1.0,0.806,D,A,False
113,SATACT,"The student wants to specify who may have first populated the Azores, according to the 2015 study. Which choice most effectively uses relevant information from the notes to accomplish this goal?","Historians have long believed that the first humans to populate the Azores, a group of islands about 870 miles off the coast of Portugal, arrived in the fifteenth century.",Portuguese mariners may not have been the first humans to populate the Azores.,"In their 2015 study, the researchers found a genetic connection between house mice in the Azores and those in Scandinavia.","According to a 2015 study, the first humans to populate the Azores may have been Vikings from Scandinavia, not mariners from Portugal as previously believed.",0.48,"[-39.98951875953935, -73.28794752666727, -37.63723543884407, -52.33093029281008]",2,3,0.8880356,1.0,2.825,0.0,3.565,C,B,False
114,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,however but it,however it,"however, it",however. It,0.48,"[-45.17681169509888, -36.03171157836914, -35.25091248750687, -40.98300504684448]",2,3,0.9287979,1.0,0.803,0.0,0.993,C,B,False
115,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,asteroids. Several,"asteroids, several",asteroids; several,asteroids: several,0.48,"[-47.57348108291626, -47.516664028167725, -49.516873359680176, -48.42807722091675]",1,1,1.0000001,0.0,0.162,0.0,0.2,B,C,False
116,SATACT,"Based on the text, Huang, Seager, and colleagues would most likely agree with which statement about atmospheric NH3?",Its presence is more likely to indicate that a planet is a mini-Neptune than that the planet is a rocky planet that could support life.,Its absence from a planet that’s not a mini-Neptune indicates that the planet probably doesn’t have life.,It should be treated as a biosignature gas if detected in the atmosphere of a rocky planet but not if detected in the atmosphere of a mini-Neptune.,It doesn’t reliably reach high enough concentrations in the atmospheres of rocky planets or mini-Neptunes to be treated as a biosignature gas.,0.48,"[-51.09996931269416, -54.623665193415945, -47.11208387535589, -58.419806727786636]",2,2,0.99999994,1.0,0.838,1.0,1.131,C,B,False
117,SATACT,Which choice completes the text with the most logical and precise word or phrase?,engulfs,encourages,comprises,provokes,0.48,"[-35.83440089225769, -54.101274490356445, -34.21153545379639, -15.193662106990814]",3,2,0.85455954,0.0,2.754,0.0,3.891,D,A,False
118,SATACT,Which choice completes the text with the most logical and precise word or phrase?,reflect,receive,evaluate,mimic,0.48,"[-16.60774040222168, -32.764267921447754, -15.517383575439453, -44.30491924285889]",2,0,0.99971074,0.0,2.392,0.0,2.879,C,B,False
119,SATACT,"Based on the text, in what way is the human mind like a flower?",It becomes increasingly vigorous with the passage of time.,It draws strength from changes in the weather.,It requires proper nourishment in order to thrive.,It perseveres despite challenging circumstances.,0.48,"[-37.77332643792033, -34.6737821996212, -30.664240652229637, -37.203674122923985]",2,2,1.0,0.75,0.561,0.0,0.711,C,B,False
120,SATACT,"The main point made in the second, third, and fourth paragraphs is that the structure of a baby's brain:",is genetically determined before the child is born.,can be seen through positron-emission tomography.,can be altered through a process known as pruning.,is still developing after the child is born.,0.48,"[-25.094126790761948, -33.1877868399024, -31.62250440742355, -24.043557960540056]",3,3,1.0000001,0.75,0.795,0.0,0.914,D,A,False
121,SATACT,The student wants to describe Adnan’s December from My Window to an audience already familiar with leporellos. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Featuring a panoramic landscape, the 1993 work is one of Adnan’s many leporellos, which are accordion-style folded books that when expanded reveal the artist’s work.","When expanded, Adnan’s 1993 leporello December from My Window reveals a panoramic landscape painted in ink and watercolor.","Known for making many other accordion-style folded books called leporellos, Adnan created December from My Window in 1993.","A leporello, such as Adnan’s December from My Window, is folded accordion style, and due to its zigzag shape it is able to stand on its own when fully expanded.",0.48,"[-103.6972328441334, -53.00889280770207, -77.12936680926941, -63.9095340770873]",1,1,1.0,1.0,3.786,0.0,5.069,B,C,False
122,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,many critics have focused on Kurosawa’s use of Western literary sources but,"Kurosawa’s use of Western literary sources has been the focus of many critics, who","there are many critics who have focused on Kurosawa’s use of Western literary sources, but they",the focus of many critics has been on Kurosawa’s use of Western literary sources; they,0.48,"[-72.5866206495557, -88.72451039869338, -80.72265117289498, -86.2866596817039]",0,0,1.0,1.0,1.24,0.0,1.614,A,D,False
123,SATACT,"Which choice best describes Gibson’s approach to art, as presented in the text?",He draws from traditional Native art forms to create his original works.,He has been influenced by Native and non-Native artists equally.,He finds inspiration from boxing in designing the dresses he makes.,He rejects expectations about color and pattern when incorporating beadwork.,0.48,"[-42.892064452171326, -43.990444142371416, -53.51504135131836, -61.219579230993986]",0,0,1.0,1.0,1.497,1.0,1.833,A,D,False
124,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,supposed; a,supposed. A,supposed a,"supposed, a",0.48,"[-45.9763970375061, -43.955092906951904, -41.72739791870117, -43.87723207473755]",2,3,0.9391045,1.0,0.301,0.0,0.425,C,B,False
150,SATACT,The student wants to indicate where the short story takes place. Which choice most effectively uses relevant information from the notes to accomplish this goal?,“Raymond’s Run” takes place in Harlem.,"“Raymond’s Run” was published in Gorilla, My Love.",“Raymond’s Run” is told from a first person perspective.,“Raymond’s Run” was written by Toni Cade Bambara.,0.48,"[-14.697261229041032, -26.008683868916705, -16.805385695653968, -16.961252614710247]",0,0,1.0,0.75,0.872,1.0,1.131,A,D,False
151,SATACT,Which choice completes the text with the most logical transition?,"In fact,","To that end,","Nevertheless,","That said,",0.48,"[-13.972822666168213, -17.89046623557806, -14.554886788129807, -17.23762349691242]",0,0,1.0,0.0,0.336,0.0,0.392,A,D,False
152,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,is,will be,has been,was,0.48,"[-10.728845596313477, -15.1952463388443, -14.47798228263855, -13.281814575195312]",0,3,0.999583,0.25,0.34,0.0,0.447,A,D,False
153,SATACT,Which choice completes the text with the most logical and precise word or phrase?,demands,speculates,doubts,establishes,0.48,"[-37.64249801635742, -46.77165985107422, -48.32964324951172, -49.217156410217285]",0,1,0.86669254,0.0,0.923,0.0,1.157,A,D,False
154,SATACT,"It may reasonably be inferred that the author considers Emily Dickinson ""one of the luckiest great writers who ever lived"" in part because:",her writing was discovered in such a dramatic way by her editor.,"she lived such a romantic life, dressing in white and enjoying many suitors.",she was never interrupted by her disciples.,"she lived in isolation, which allowed her much time to write.",0.48,"[-132.0640287399292, -192.4132137298584, -104.6522626876831, -132.43729257583618]",2,3,0.8869094,0.75,6.416,0.0,8.776,C,B,False
155,SATACT,Which choice completes the text with the most logical transition?,"Meanwhile,","Nevertheless,","Secondly,","In fact,",0.48,"[-13.902250356972218, -14.353710927069187, -14.395420763641596, -12.93974570184946]",3,0,0.8709885,0.0,0.117,0.0,0.146,D,A,False
156,SATACT,"According to the passage, one thing PET allows neurobiologists to do is:",observe activity in the frontal cortex of a baby's brain.,determine the number of genes involved in the formation of a baby's brain.,control the release of neurotransmitters in a baby's auditory cortex.,restore microscopic connections in a baby's brain.,0.48,"[-73.3377141430974, -74.62495969887823, -38.91896808313322, -53.89935239031911]",2,0,0.9322715,1.0,2.955,0.0,3.571,C,B,False
157,SATACT,Which quotation from an article about Coleman would most directly support the aviation researcher’s claim?,"“For her air shows, Coleman frequently used the Curtiss JN-4, or ‘Jenny,’ which at that time was one of the most well-known types of planes.”","“While Coleman was beloved by spectators for her charisma, she had a more complicated relationship with her managers and staff, who at times found her behavior too impulsive and demanding.”","“Coleman once considered leaving her career as a stunt pilot to focus her efforts on giving speeches, which she felt would better support her public image.”","“Although female pilots were typically expected to wear traditional but impractical attire that included dresses or skirts, photographs of Coleman show her wearing pants and leather jackets.”",0.48,"[-136.7897518837126, -123.9806351531297, -101.66389299277216, -116.40182787179947]",2,3,0.86802155,1.0,2.543,0.0,3.513,C,B,False
158,SATACT,The student wants to emphasize a similarity between the Choctaw Code Talkers and the Navajo Code Talkers. Which choice most effectively uses relevant information from the notes to accomplish this goal?,US soldiers who were members of the Choctaw Nation in Oklahoma used their native language to relay coded information.,"In World War II, one group of Navajo (Diné) soldiers was known as the Navajo Code Talkers.",Both the Choctaw Code Talkers and the Navajo Code Talkers transmitted coded military messages in the soldiers’ native languages.,"The Choctaw Code Talkers, not the Navajo Code Talkers, served in World War I.",0.48,"[-35.37752859694592, -31.301018303260207, -71.38951476025977, -29.19544801797747]",3,2,0.9213708,1.0,3.444,0.0,4.219,D,A,False
159,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,studies,has been studying,will study,was studying,0.48,"[-34.418575286865234, -24.071239948272705, -21.440189361572266, -21.16330051422119]",3,3,1.0,0.0,1.08,1.0,1.326,D,A,False
160,SATACT,Which choice completes the text with the most logical and precise word or phrase?,imagine,summarize,defend ,adjust,0.48,"[-34.90918731689453, -52.46488285064697, -37.24275255203247, -19.5197696685791]",3,2,0.99834985,0.0,2.335,0.0,3.295,D,A,False
161,SATACT,The student wants to emphasize Janaki Ammal’s achievement. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"By crossbreeding the imported sugarcane species Saccharum officinarum with grasses native to India, Ammal succeeded in creating sugarcane hybrids well suited to India’s climate.","In the 1930s, the Imperial Sugar Cane Institute, which enlisted Ammal, sought to limit dependence on imported sugarcane.",Ammal was enlisted by the Imperial Sugar Cane Institute at a time when a local variety of sugarcane needed to be produced.,"As part of efforts to breed a local variety of sugarcane, an imported sugarcane species called Saccharum officinarum was crossbred with grasses native to India.",0.36,"[-33.81215498642996, -46.56108937575482, -76.16514867747901, -63.8350262035965]",0,0,1.0,1.0,3.234,1.0,4.235,A,D,False
162,SATACT,"Based on the texts, how would the author of Text 2 most likely respond to the underlined claim in Text 1?",By questioning the idea that the story of The Nutcracker is stuck in the past and by rejecting the suggestion that contemporary audiences would enjoy an updated version,By agreeing that contemporary audiences have largely stopped going to see performances of The Nutcracker because it’s so old fashioned,By pointing out that most dance companies could increase their incomes by offering modernized versions of The Nutcracker,By suggesting that dance companies should consider offering revised versions of The Nutcracker instead of completely rejecting the show,0.36,"[-69.3456425073091, -64.74409126787214, -57.14231211296283, -63.4109911264386]",2,3,0.9293302,1.0,0.872,0.0,1.22,C,B,False
163,SATACT,Which quotation from Mrs. Spring Fragrance’s letters most effectively illustrates the claim?,"“My honorable cousin is preparing for the Fifth Moon Festival, and wishes me to compound for the occasion some American ‘fudge,’ for which delectable sweet, made by my clumsy hands, you have sometimes shown a slight prejudice.”",“Next week I accompany Ah Oi to the beauteous town of San José. There will we be met by the son of the Illustrious Teacher.”,"“Forget not to care for the cat, the birds, and the flowers. Do not eat too quickly nor fan too vigorously now that the weather is warming.”","“I am enjoying a most agreeable visit, and American friends, as also our own, strive benevolently for the accomplishment of my pleasure.”",0.36,"[-241.4642194211483, -150.88675003079697, -134.29432274401188, -131.2278022149112]",3,2,0.8511885,1.0,9.016,0.0,11.024,D,A,False
164,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,used,to have used,to use,using,0.36,"[-15.478718757629395, -22.85236358642578, -16.608957290649414, -14.479972839355469]",3,0,0.9994437,0.5,0.652,0.0,0.837,D,A,False
165,SATACT,Which choice most logically completes the text?,lifelike handshakes may make people more comfortable interacting with robots.,it’s easier to program a robot to perform handshakes than it is to program a robot to perform some other types of greetings.,people are less likely to interact with robots that don’t look like humans.,the robot in the researchers’ study may have uses other than interacting with humans.,0.36,"[-44.13977848738432, -68.71838594018482, -38.597008489196014, -66.2502491096966]",2,0,0.8799582,0.5,2.647,1.0,3.012,C,B,False
166,SATACT,The student wants to emphasize the aim of the research study. Which choice most effectively uses relevant information from the notes to accomplish this goal?,Researchers wanted to know which factors influence lizard egg clutch size because such factors have been well studied in birds but not in lizards.,"After they obtained data for over 3,900 lizard species, researchers determined that larger clutch size was associated with environments in higher latitudes that have more seasonal change.",We now know that lizards in higher-latitude environments may lay larger clutches to take advantage of shorter windows of favorable conditions.,"Researchers obtained clutch-size and habitat data for over 3,900 lizard species and analyzed the data with statistical models.",0.36,"[-52.684591470007945, -52.02992478419037, -36.24671690440755, -23.957151360809803]",3,0,0.863033,1.0,2.39,1.0,2.873,D,A,False
167,SATACT,Which choice completes the text with the most logical and precise word or phrase?,a disconcerting,an acceptable,an imperceptible,a substantial,0.36,"[-21.67637400329113, -19.842280387878418, -24.684142276644707, -18.711454391479492]",3,3,1.0,1.0,0.452,0.0,0.597,D,A,False
