id,dataset,question,option_0,option_1,option_2,option_3,probing_accuracy,logits,prediction,gold,bertscore_f1,heuristic_dependence_score,reasoning_score,context_fidelity_score,shap_score,contrastive_prediction_original,contrastive_prediction_swapped,contrastive_robust
2167,RACE-H,What did Nancy try to do before she fell over?,Measure the depth of the river,Look for a fallen tree trunk,Protect her cows from being drowned,Run away from the flooded farm,0.24,"[-23.753306455910206, -27.12251304090023, -23.93664014339447, -27.290434896945953]",0,2,0.8584588,0.25,0.337,0.0,0.354,A,D,False
2168,RACE-H,The following are true according to the passage except  _  .,It took Lizzie and Nancy about 20 minutes to get to safety.,It was raining harder when Nancy managed to get up.,The bad weather made it difficult for rescuers to find Nancy.,Nancy took hold of the rope and climbed into the helicopter.,0.24,"[-30.739045952097513, -34.304422019049525, -28.70776210690383, -49.511765878647566]",2,3,0.8615331,1.0,1.631,0.0,2.08,C,B,False
2169,RACE-H,What did the local people do to help those in the flooded area according to the passage?,They put up shelter for them in a school.,They used helicopters to help carry cows.,They helped farmers gather their cows.,They set up an organization called Red Cross.,0.24,"[-36.07041525840759, -41.93897354602814, -30.62648093700409, -28.21075713634491]",3,0,0.8963631,0.5,1.058,0.0,1.373,D,A,False
2170,RACE-H,"When Jack first came to the author's house, he   _  .",would cry when he felt lonely,was very happy and played wildly in the room,had difficulty getting down the stairs,always needed someone to guide him,0.24,"[-23.62343329191208, -38.60962641239166, -18.944045692682266, -23.97997434809804]",2,2,1.0,1.0,1.477,0.0,1.967,C,B,False
2171,RACE-H,Why are China-Japan economic and trade relations at a crossroads?,Because Taiwan fishing boats sailed to the island to protest Japan.,Because Taiwanese are deprived of their fishing right.,Because Japan is not China's largest trade partner.,Because Japan announced to purchase China's Diaoyu Islands.,0.24,"[-44.044597297906876, -43.81598664075136, -26.743595950305462, -29.995809935258876]",2,3,0.8771525,0.75,1.573,0.0,1.73,C,B,False
2172,RACE-H,We can infer from the passage that   _  .,About 100 boats joined the original team later.,Negotiation will bring both countries out of the conflict.,Japan's exports to China totaled 78 billion U.S. dollars in 2011.,"Japan's ""purchase"" has cast a shadow on China-Japan export and import.",0.24,"[-47.81680107116699, -37.716246634721756, -33.668633504305035, -45.54250612668693]",2,3,0.873663,1.0,1.147,0.0,1.415,C,B,False
2173,RACE-H,What is the main idea of this passage?,Japan declared to purchase China's Diaoyu Islands.,Japan's purchase of Diaoyu Islands aroused nationwide protest.,The Diaoyu Islands belong to China!,China plays an important part in Japan's economy development.,0.24,"[-33.233511180762434, -34.81913188400358, -21.09825804203865, -40.23569517582655]",2,1,0.9049468,0.75,1.399,0.0,1.914,C,B,False
2174,RACE-H,"The writer mentions details such as Father Christmas's sledge, the reindeer and the way he climbs down chimneys because he/she  _",wants to make it clear that these things are impossible,is describing the history of St Nicholas,wants everyone to believe that Father Christmas is real,is explaining the modern legend of Father Christmas,0.24,"[-50.31543907523155, -25.00060922652483, -40.94096684549004, -25.862667182460427]",1,3,0.92214054,1.0,2.127,0.0,2.531,B,C,False
600,RACE-H,It can be learned from Para.10 that the author was afraid that   _  .,he would have to spend another sleepless night on the train,more people might crowd into the train,he would miss the ship that went where he worked,he would have to buy another ticket,0.28,"[-29.77059894381091, -27.23074597120285, -38.55104321241379, -21.090258538722992]",3,2,0.8653098,1.0,1.255,0.0,1.746,D,A,False
601,RACE-H,What would be the best title for the text?,A Train that Is Never Late,A Quick and Wise Decision,A Journey to Mendov,A Bad Experience on the Train,0.28,"[-33.80373740196228, -32.61175847053528, -21.523395538330078, -32.702980518341064]",2,3,0.86246955,1.0,1.002,0.0,1.228,C,B,False
602,RACE-H,York was proud of the fact that    _   .,a surgeon let him watch an operation.,he could perform some duties of a doctor,he had cheated doctors for so long,people thought he could become a real doctor,0.28,"[-32.75316900014877, -30.051851630210876, -22.946310341358185, -28.423540003597736]",2,1,0.8611709,1.0,0.717,0.0,0.981,C,B,False
603,RACE-H,York learned how to behave like a doctor by    _   .,watching other doctors work,talking to doctors and nurses,getting some training and experience,observing doctors while he was a patient,0.28,"[-20.877930402755737, -19.51731315255165, -26.415390253067017, -36.62371852993965]",1,0,0.87594324,0.5,1.346,0.0,1.711,B,C,False
604,RACE-H,Why was Laura Kennan in hospital?,She had swallowed something and almost died.,She had to have and emergency operation.,She had been injured in a road accident.,She had lost consciousness while driving.,0.28,"[-22.51601056754589, -35.705358892679214, -19.071313560009003, -23.475227057933807]",2,2,1.0,0.25,1.257,0.0,1.663,C,B,False
605,RACE-H,The judge's remark implied that York would be more severely punished if he    _   .,pretended to be a psychiatrist,tried to get away from prison,was proud of what he had done,studied the behaviour of the psychiatrist,0.28,"[-25.351546216756105, -31.555257067084312, -22.24777843616903, -29.355901651084423]",2,0,0.8408133,0.75,0.718,0.0,0.931,C,B,False
606,RACE-H,"According to tile passage, which of following seems the most human?",To search for truth.,To achieve one's ideal,To make fun of others' mistakes.,To criticize others for one's own error.,0.28,"[-20.749887824058533, -21.397465832531452, -21.16964726150036, -32.16770541481674]",0,3,0.86579424,1.0,0.959,0.0,1.142,A,D,False
607,RACE-H,"According to the author, what is a sign of a man's maturity?",Doing things his own way.,Bearing responsibility for his mistakes.,Making as few mistakes as possible.,Thinking seriously about his wrongdoing.,0.28,"[-36.84623231040314, -39.9741644859314, -21.075454838573933, -53.65959316492081]",2,1,0.8678313,0.0,2.317,0.0,3.258,C,B,False
608,RACE-H,Which of the following is N0T based on common sense?,A man tries to take charge of everything in a large company.,A student goes out with an umbrella in stormy weather.,A company's next move follows a good plan.,A lawyer acts on fine judgments.,0.28,"[-38.63304163515568, -45.18691560253501, -42.340144753456116, -40.60326409339905]",0,0,1.0,1.0,0.481,1.0,0.655,A,D,False
609,RACE-H,What is the author's opinion about a good excuse?,Making a good excuse is sometimes a better policy.,Inventing a good excuse needs creative ideas.,A good excuse is as rewarding as honesty.,Bitter truth is better than a good excuse.,0.28,"[-34.60647547058761, -34.724362567067146, -28.0613380856812, -25.598183050751686]",3,3,1.0,1.0,0.803,0.0,0.913,D,A,False
610,RACE-H,What would be the best title for his passage?,A Mirror of Human Nature,To Blame or to Forgive,A Mark of Maturity,Truth or Excuse,0.28,"[-20.090105637907982, -22.573639172129333, -27.130660928145517, -13.296102371066809]",3,0,0.8117796,1.0,1.0,0.0,1.383,D,A,False
611,RACE-H,Which of the following is not true according to the passage?,Everyone has an inborn number sense.,Those who have a strong number sense are sure to do well in math.,Some of the math skills are inborn.,Doing a lot of math exercises may help to learn math well.,0.28,"[-23.233875397592783, -31.383901081047952, -29.323062304407358, -57.2424533367157]",0,1,0.90719664,0.75,2.604,1.0,3.401,A,D,False
612,RACE-H,Justin Halberda and his colleagues ran some tests to_.,look at the students' math scores dating back to kindergarten.,ask the students to estimate the dots,see if a person's inborn number sense has something to do with math learning,decide how to learn math well,0.28,"[-21.48535398673266, -27.38508677482605, -31.79063711478375, -49.506809055805206]",0,2,0.8727162,1.0,2.091,1.0,2.802,A,D,False
613,RACE-H,"According to the passage, the most important thing to learn math well is that_.",one should have an inborn number sense,one should practice a lot,one should do a lot of tests,one should do a lot of counting,0.28,"[-24.746895601972938, -23.754127085208893, -28.679386295378208, -27.977228321135044]",1,1,1.0,1.0,0.417,0.0,0.493,B,C,False
614,RACE-H,What is the result of Justin Halberda's tests?,Students who did well in the tests also did well in math exams.,One cannot be successful in math if he has a well number sense.,One who has a strong number sense can not do math well.,One should do a lot of math homework if he wants to have a number sense.,0.28,"[-37.19150438904762, -53.315730448812246, -41.247519173659384, -38.11601647362113]",0,0,1.0,1.0,1.288,0.0,1.612,A,D,False
615,RACE-H,"According to the passage, for an athlete one of the biggest mistakes is   _  .",forgetting his goals when competing,worrying about his not winning,carrying his goals into the competition,paying too much attention to the result,0.28,"[-34.14616274833679, -52.555178225040436, -32.1231803894043, -17.916340624913573]",3,2,0.8664159,0.5,2.462,0.0,3.464,D,A,False
616,RACE-H,"According to the author, expectations and goals should be   _  .",set within one's capabilities,used as an encouragement when training,written down in case of being forgotten,divided into some small parts,0.28,"[-28.792856633663177, -29.550093412399292, -34.87287771701813, -44.739306688308716]",0,1,0.8500183,0.5,1.273,0.0,1.595,A,D,False
617,RACE-H,What might be the most suitable title for the passage?,Keep your goals in mind,Set your goals for a competition,Forget your goals after competitions,Leave your goals at home,0.28,"[-18.93240335583687, -25.7372088432312, -54.77920937538147, -21.228982284665108]",0,3,0.9132018,0.5,2.884,0.0,3.585,A,D,False
618,RACE-H,"A child who has been informed of being ""uncool"" may   _  .",care nothing about it,develop a sense of anger,do something uncool purposely,pretend to get hurt very much,0.28,"[-21.41959422826767, -22.29690683633089, -31.48446086718468, -45.74654543399811]",0,2,0.84605765,0.5,1.957,1.0,2.433,A,D,False
619,RACE-H,A teacher can help an unpopular child by   _  .,seeing the child as the teacher's favourite,asking the child to do something for partners,forcing other children to make friends with the child,offering the child chances to show his good qualities,0.28,"[-38.07454073429108, -34.59632754325867, -29.692148134112358, -44.8299168869853]",2,3,0.8767366,1.0,1.102,0.0,1.514,C,B,False
620,RACE-H,Which of the following is TRUE?,Children don't care others' comments on them.,It's only teacher's work to make children popular.,Parents should take their children out for picnic and shows more often.,Inviting children's friends to family activities is good for them to make friends.,0.28,"[-44.55527009913931, -49.48011416196823, -50.12425261735916, -57.86668401956558]",0,3,0.852887,0.25,0.953,0.0,1.331,A,D,False
621,RACE-H,The passage mainly talks about   _  .,how to help an unpopular child,why some children are unpopular,who is responsible for unpopular children,how to find out good points of unpopular children,0.28,"[-23.5725174844265, -24.91121280193329, -33.79479166865349, -47.756035685539246]",0,0,1.0,0.25,1.928,1.0,2.418,A,D,False
622,RACE-H,What is the passage mainly about?,West Hollywood's ban on fur products.,Differences between fur and leather sales.,The government's role in protecting animals.,The ecological imbalance in West Hollywood.,0.28,"[-23.338622419163585, -50.37753013521433, -31.572898030281067, -34.061661541461945]",0,0,1.0,0.5,1.962,1.0,2.704,A,D,False
623,RACE-H,Tibor R. Machan seems to believe that  _  .,laws should be passed to protect animals,humans are respornsible for killing animals,it is not reasonable to use animals to improve life,animals and humans aren't supposed to share equal rights,0.28,"[-24.94911164045334, -44.780914440751076, -31.7148397564888, -51.05058412696235]",0,3,0.85499555,0.75,2.064,0.0,2.61,A,D,False
624,RACE-H,What is Kate Carter's opinion about wearing fur and wearing leather?,Both are decided by the meat industry.,There is little distinction   between them.,Wearing fur is generally more acceptable.,Wearing leather is cheaper than wearing fur.,0.28,"[-39.560515373945236, -36.17424488067627, -30.114253476262093, -26.630414068698883]",3,1,0.8513756,1.0,1.01,0.0,1.293,D,A,False
2300,RACE-H,What can we learn about Jonathan Saunders from the passage?,Most of his designs are classical.,The clothes he designed are affordable.,He is returning to Britain on November 1.,Rothko once instructed him in designing.,0.44,"[-26.351081371307373, -27.172901391983032, -32.596666783094406, -61.929085430223495]",0,1,0.92614305,0.5,2.917,0.0,3.558,A,D,False
2301,RACE-H,"According to this passage, we can know that Jeannie is Lee Ann's  _  .",servant,daughter,dog,mother,0.44,"[-21.40853786468506, -13.935705184936523, -7.333337783813477, -12.672697067260742]",2,2,0.9999999,0.0,1.005,1.0,1.408,C,B,False
2302,RACE-H,Jeannie can help Lee Ann do all the following things EXCEPT  _  .,go to the bank to get money,pay for what Lee Ann buys in the shop,bring things home,do some cooking at home,0.44,"[-22.182099729776382, -34.063934474484995, -15.873167276382446, -24.54711553454399]",2,3,0.86624384,1.0,1.307,1.0,1.819,C,B,False
2303,RACE-H,People want to talk to Noah mainly because  _  .,he is good at training dogs,he is not only honest but also lovely,they want to play with his dog,they want to ask him for help,0.44,"[-21.59939670562744, -36.133800983428955, -14.3358473777771, -18.167022421956062]",2,2,1.0,0.5,1.65,1.0,2.18,C,B,False
2304,RACE-H,Which of the following is the best title for the passage?,Dogs are helpful to people,Four kinds of dogs,"Jeannie, a very clever dog",How to train working dogs,0.44,"[-42.23052990436554, -21.00801280234009, -26.327950950013474, -23.76281300187111]",1,0,0.8439298,0.5,1.648,0.0,2.122,B,C,False
2305,RACE-H,What kind of dogs are not trained in the center?,Dogs that warn their owners of sounds like doorbells.,Dogs that help their blind owners cross over a road.,Dogs that open the door for their owners.,Dogs that work with children who have polio.,0.44,"[-57.09043647535145, -67.80872616171837, -51.39593920111656, -57.972495913505554]",2,1,0.9159662,1.0,1.181,0.0,1.641,C,B,False
2306,RACE-H,"According to the passage, which of the following statements is TRUE?",Fashion designs should not be encouraged since they are only welcomed by women.,The constant changes in women's clothing reflect their strength of character.,The fashion industry makes an important contribution to society.,New fashions in clothing are created for the commercial exploitation of women.,0.44,"[-73.87346363067627, -35.05826664483175, -27.34333407972008, -41.059888854040764]",2,3,0.88912916,0.75,3.547,0.0,4.653,C,B,False
2307,RACE-H,"By saying ""the conclusions to be drawn are obvious"", the writer means that   _  .",women's inconstancy in their choice of clothing is often laughed at,women are better able to put up with discomfort,men are also exploited greatly by fashion designers,men are more reasonable in the matter of fashion,0.44,"[-43.06891184858978, -26.115642965771258, -33.878068804740906, -23.717558156698942]",3,3,1.0,1.0,1.513,1.0,1.935,D,A,False
2308,RACE-H,What do we know about the photos taken by Hurley?,They were made last week,They showed undersea sceneries,They were found by a cameraman,They recorded a disastrous adventure,0.44,"[-22.848420917987823, -39.38948290917324, -30.077768789604306, -32.60380136966705]",0,3,0.85660285,0.5,1.183,0.0,1.654,A,D,False
2309,RACE-H,Who reached the South Pole first according to the text?,Frank Hurley,Ernest Shackleton,Robert Falcon Scott,Caroline Alexander,0.44,"[-12.27398095256649, -45.938219060311894, -13.994066479150206, -35.052117362618446]",0,2,0.79461765,0.0,2.845,1.0,3.366,A,D,False
2310,RACE-H,What does Alexander think was the purpose of the 1914 voyage?,Artistic creation,Scientific research,Money making,Treasure hunting,0.44,"[-22.67469620704651, -40.62504577636719, -22.732267379760742, -36.5282416343689]",0,2,0.8764673,0.0,1.614,1.0,1.795,A,D,False
2311,RACE-H,"According to the passage , which of the following is true?","Yang accepted a job with a monthly salary of 20,000 yuan instead of starting her own restroom-ad business.",Yang opened the company as soon as she graduated from Chengdu University of Information Technology.,The restroom-ad company that was opened by five graduates is now the only one of its kind in Chengdu.,One of the company's goals is to find clients who are willing to put their ads in the restrooms.,0.44,"[-44.97080789110623, -42.220839877962135, -47.175985960580874, -35.06870148400776]",3,3,1.0,1.0,0.912,1.0,1.211,D,A,False
2312,RACE-H,Yang has started her business in order to   _  .,do something she likes,become a famous boss,make money for her future,make herself known to all,0.44,"[-11.172861576080322, -39.61845266819, -15.89866018295288, -27.457371830940247]",0,0,1.0,0.75,2.203,0.0,2.845,A,D,False
2313,RACE-H,This passage mainly tells us that   _  .,a young woman called Yang Qunhui has started her restroom-ad business.,restroom ads have advantages including low price and easy words.,many people think restroom ads are effective because they can kill the time.,people tend to remember lots of things while sitting or standing in the loo.,0.44,"[-41.15428916364908, -64.24517512321472, -36.91390876471996, -31.264522654702887]",3,0,0.83542114,0.5,2.508,0.0,3.298,D,A,False
2314,RACE-H,The author's attitude towards restroom ads is   _  .,positive,negative,doubtful,not clear,0.44,"[-9.997701644897461, -11.888045310974121, -34.418477058410645, -16.135141372680664]",0,3,0.8797678,0.0,1.935,1.0,2.442,A,D,False
2315,RACE-H,The author's most precious possession was   _    .,A wedding photo in a silver frame taken in North Africa,A pretty family portrait in a silver frame taken in 1939,A special photo of his great grandparents in a silver frame,A common photograph of his grandparents taken by Mabel,0.44,"[-35.74681867659092, -40.40867671743035, -32.87798332422972, -38.73012042045593]",2,2,1.0,1.0,0.576,1.0,0.753,C,B,False
2316,RACE-H,Which of the statement about the author is not wrong?,He left the photo on a train and never got it back.,He put the photo in a small bag and left it on a train.,He left the photo on the Eurostar and ran back to get it.,He left the photo at his old Edwardian house in Edinburgh,0.44,"[-32.16616526991129, -29.909680768847466, -37.07700256258249, -43.4476404034649]",1,1,1.0,1.0,1.039,1.0,1.354,B,C,False
2317,RACE-H,The man advertising the frame proved it was the author's   _    .,by calling the seller up immediately,according to the price of the silver frame,by the author's explanation about the photo,by the date written on the back of the photo,0.44,"[-32.039960980415344, -28.76850914489478, -35.76726150512695, -23.157404977828264]",3,3,1.0,1.0,0.926,0.0,1.261,D,A,False
2318,RACE-H,It can be inferred that the author felt  _  when he found the silver photo on Bay.,nervous,excited,disappointed,worried,0.44,"[-44.50666046142578, -36.650184631347656, -34.42812538146973, -44.61760711669922]",2,1,0.999543,0.0,0.916,0.0,1.019,C,B,False
2319,RACE-H,"According to the passage, Manchester is   _  .",a big city in the southwest of England,only known for its heavy industry,interesting only if you like football,a very popular place now,0.44,"[-22.072556473314762, -25.975817680358887, -26.921676717698574, -20.26931893825531]",3,3,0.9999999,0.5,0.547,0.0,0.665,D,A,False
2320,RACE-H,"If you are interested in history,   _   in Manchester.","you will see the 18
thcentury center building",you can go to Chinatown,you don't have a big choice,you can visit the Eastlefield,0.44,"[-63.015990138053894, -22.647410035133362, -24.597233770415187, -19.649797566235065]",3,3,1.0,1.0,3.544,1.0,4.337,D,A,False
2321,RACE-H,What was Manchester like in the past?,A small and dull city.,A city full of factories,An exciting city to visit,A popular destination,0.44,"[-26.333767890930176, -17.345233468338847, -24.624535083770752, -21.79161310195923]",1,1,0.99999994,1.0,0.68,1.0,0.899,B,C,False
2322,RACE-H,The FDA has provided guidelines for producers of pet foods with raw meat because   _  .,pet safety is a serious problem,most pets are lack of nutrition,feeding pets on raw is popular,the quality of pet foods is dropping,0.44,"[-25.404049396514893, -29.15706980228424, -29.62444134056568, -25.568055152893066]",0,2,0.8690203,1.0,0.392,1.0,0.422,A,D,False
2323,RACE-H,Those who feed pets on raw should do some necessary cleaning when   _  .,preparing raw meat for pets,touching the food containers,taking their pets out for a walk,preparing foods for human beings,0.44,"[-31.926387071609497, -31.03052532672882, -17.57285415381193, -32.315310925245285]",2,0,0.86975,0.5,1.232,0.0,1.474,C,B,False
2324,RACE-H,From the passage we can know that  _  .,Mullaney made the invention of Wiffle ball with the help of his son,fifty years ago people didn't like playing baseball very much,Mullaney's attempts to help Davey better enjoy ball-playing led to the invention of Wiffle ball,playing balls would hurt one's arm before the Wiffle ball's appearance,0.44,"[-55.576332088559866, -47.3611459012609, -82.3902695333818, -60.565098331309855]",1,2,0.8540701,0.75,2.593,0.0,3.503,B,C,False
1475,RACE-H,How is the passage mainly organized?,By giving examples.,By following time order,By making comparisons.,By presenting a general idea.,0.32,"[-26.995813846588135, -31.859299182891846, -25.337915897369385, -32.072505831718445]",2,0,0.9353953,0.25,0.592,1.0,0.673,C,B,False
1476,RACE-H,Beliveau said that his new goal is to   _  .,forget his pain,promote world peace,create a common belief,have a good rest,0.32,"[-22.45465087890625, -24.449664898216724, -19.595524609088898, -20.364323139190674]",2,1,0.8568413,0.75,0.379,1.0,0.485,C,B,False
1477,RACE-H,Many people took part in the celebration to welcome Beliveau's return EXCEPT   _  .,his mother,his girlfriend,his children,his former wife,0.32,"[-9.592818260192871, -11.173576831817627, -11.623091220855713, -12.777178287506104]",0,3,0.90799403,0.0,0.228,0.0,0.318,A,D,False
1478,RACE-H,What would be the best title for this passage?,How can exercise kill mental problems?,What is the best way to escape from pain?,"Beliveau, a world peace promoter and his family.",Canadian man completes 11-year round-the-world walk.,0.32,"[-49.71364799141884, -28.06275402009487, -49.5953509855899, -35.666260892525315]",1,3,0.85169196,0.5,1.858,0.0,2.165,B,C,False
1479,RACE-H,What can we learn from Jeremy Lin?,Hard work brings success.,We must have a father like Jeremy's.,A good university can help us realize our dreams.,Team honour is more important than our own success.,0.32,"[-17.18590224161744, -34.952194809913635, -33.51512253284454, -41.18302523903549]",0,0,1.0,0.5,1.773,0.0,2.4,A,D,False
1480,RACE-H,What is the best title for the text?,What Is Next for Jeremy Lin?,Jeremy Lin's Tips for Success,Following Dreams and Finding Joy,Six NBA Teams Eyeing Jeremy Lin,0.32,"[-22.708380214869976, -21.56430120393634, -38.677345275878906, -38.47681446745992]",1,2,0.8435777,0.5,1.646,0.0,1.711,B,C,False
1481,RACE-H,Which of the following can be the best title of the news text?,"Tiger Escaped,Killed a Keeper in German Zoo","Tiger Escaped in German Zoo,Shot Dead",German Zoo Keeper Shot Escaped Tiger,People Killed in One of the Oldest Zoos in Germany,0.32,"[-55.79536606371403, -61.05956846475601, -35.663469076156616, -41.46376135835453]",2,0,0.8938016,0.75,2.062,1.0,2.54,C,B,False
1482,RACE-H,"According to the police,what was the direct reason for the incident?",The zoo keeper was a new hand.,A gate was not closed appropriately.,The zoo had neglected the secret passage.,It was very dark when the incident happened.,0.32,"[-29.430142164230347, -21.355127930641174, -30.81471037864685, -21.680368900299072]",1,1,1.0,1.0,0.866,1.0,0.946,B,C,False
1483,RACE-H,What did the zoo do after the incident?,They honored the killed person in a way.,They paid SWAT for their timely help.,They returned the tiger's three cubs to England.,They called off the latenight opening.,0.32,"[-32.051756113767624, -48.67655289173126, -27.401881475932896, -18.356089178239927]",3,3,1.0,0.75,2.202,0.0,3.032,D,A,False
1484,RACE-H,What can we learn about the Cologne Zoo?,It keeps a large variety of species.,It is one of the largest zoos in Germany.,It has a history of more than 700 years.,No such incident has happened before.,0.32,"[-26.572101334109902, -16.408803248399636, -26.151269793510437, -26.673316478729248]",1,0,0.8724004,0.75,0.872,0.0,1.026,B,C,False
1485,RACE-H,What is found out about American seniors?,Most of them have good habits.,Nearly 30% of them bathe three days a week.,All of them are fighting germs better than expected.,About one third of them brush their teeth only once a day.,0.32,"[-17.82184600830078, -24.78784572938457, -28.839984107064083, -17.93910507974215]",0,3,0.8886452,0.5,0.938,0.0,1.102,A,D,False
1486,RACE-H,Doctors suggest that people should wash their hands   _  .,twice a day,three times a day,four times a day,eight times a day,0.32,"[-24.430108362808824, -8.902534668333828, -9.111378189176321, -9.970331027172506]",1,3,0.98263454,1.0,1.31,0.0,1.553,B,C,False
1487,RACE-H,Which of the following is true according to the text?,We should keep from touching our faces.,There are less than 300 types of bacteria in the mouth.,A kitchen sponge can carry more germs than a toilet.,We should wash our hands before touching a door handle.,0.32,"[-32.523250102996826, -22.005949179641902, -20.565852101019118, -30.219134349375963]",2,2,1.0,0.75,1.027,1.0,1.196,C,B,False
1488,RACE-H,The text probably comes from   _  .,a guide book,a popular magazine,a book review,an official document,0.32,"[-18.595356941223145, -18.516934394836426, -18.94779682159424, -18.832371473312378]",1,1,1.0000001,0.75,0.035,1.0,0.043,B,C,False
1489,RACE-H,From what Kendrick said in the interview we learn that   _  .,scientists have learned a lot about sheep's intelligence,scientists have learned little about sheep's intelligence,scientists can't do anything more about sheep's memory,scientists don't have to research animals' memory,0.32,"[-40.77153232693672, -43.72483593225479, -51.74595868587494, -52.000110898166895]",0,1,0.9750532,0.25,0.985,0.0,1.123,A,D,False
1490,RACE-H,As is shown in the passage   _  .,sheep are among the weak animals,it is not right for people to raise sheep in groups,when sheep eat grass in the fields their minds may be active,"if people feel frightened, they may become more brave",0.32,"[-48.83053582161665, -42.70266166329384, -48.27151793241501, -43.947395861148834]",1,2,0.8703016,0.75,0.531,1.0,0.613,B,C,False
1491,RACE-H,When scientists found that sheep show similar abilities in many ways to humans they may think it   _  .,worrying,moving,frightening,interesting,0.32,"[-28.796628952026367, -13.816633224487305, -30.64630699157715, -11.280557632446289]",3,3,1.0000001,0.0,1.732,0.0,1.937,D,A,False
1492,RACE-H,What is the purpose of the text?,To describe different types of El-E.,To predict the development of El-E.,To introduce the functions of El-E.,To stress the importance of El-E.,0.32,"[-31.757627172395587, -29.328647766495124, -27.517810001503676, -25.371120063588023]",3,2,0.9271132,1.0,0.47,0.0,0.639,D,A,False
1493,RACE-H,How do Charlie and his colleagues develop El-E?,By having it communicate with more people.,By making it able to fetch more items.,By letting it pick up objects more accurately.,By getting it changeable at different occasions.,0.32,"[-36.97916331887245, -37.830786938779056, -38.451020166277885, -53.067219614982605]",0,1,0.92781055,0.0,1.33,0.0,1.609,A,D,False
1494,RACE-H,"From the text, we can learn that  _  .",robots are getting more and more popular,robots are quicker than human beings,more and more people begin to develop robots for the disabled,correcting mistakes can help the robot work more successfully,0.32,"[-39.962768860626966, -43.89959514141083, -44.60970517992973, -47.08917073905468]",0,3,0.8498888,0.5,0.512,0.0,0.713,A,D,False
1495,RACE-H,It can be known from the study that  _  .,female smokers die faster than male ones.,women are more likely to suffer from the damaging effects of smoking than men.,O.P.D than women.,"in the group of people under the age of 60, men suffered more from",0.32,"[-26.29106116294861, -23.294329710304737, -32.305189771577716, -29.07181901158765]",1,1,1.0000001,0.5,0.667,1.0,0.901,B,C,False
1496,RACE-H,In which part of a newspaper would you most probably read this passage?,Science,Health report,Education,Business report,0.32,"[-13.813015937805176, -20.445539474487305, -14.758284568786621, -24.14449119567871]",0,1,0.9015965,0.0,0.845,1.0,1.033,A,D,False
1497,RACE-H,.Sun Pictures is different from other theaters because   _  .,it is the most historical outdoor theater in the world,the audience can either sit on chairs or on the grass,it was built by some constructor from Hollywood,all the films were imported here from Hollywood,0.32,"[-27.157429203391075, -27.083304822444916, -37.74672818183899, -23.07786512374878]",3,1,0.84988636,1.0,1.088,0.0,1.467,D,A,False
1498,RACE-H,. Gregory Peck is most probably the name of  _  .,a place,a film,a movie star,a country fellow,0.32,"[-12.608582496643066, -9.5912504196167, -10.009787201881409, -19.52896499633789]",1,2,0.907892,1.0,0.796,0.0,0.994,B,C,False
1499,RACE-H,. It can be inferred that the tourists in Broome are most attracted by   _  .,its peacefulness,its beautiful sunset,the Sun Pictures,the gallery of movie stars,0.32,"[-16.813143968582153, -17.264805793762207, -11.493053138256073, -19.904541358351707]",2,2,1.0000001,0.5,0.611,1.0,0.841,C,B,False
1875,RACE-H,Which of the following is true?,Diane Witt's hair is now eight meters long.,A thirty-year-old man in Pennsylvania played the piano for forty-five days and eleven hours.,A musician in Connecticut played the violin for forty-three hours.,Two young women from England stayed in the shower for two hundred hours.,0.28,"[-52.44599013030529, -22.77889275853522, -27.16746785119176, -27.74344806186855]",1,1,1.0,1.0,2.331,1.0,2.967,B,C,False
1876,RACE-H,How many persons are mentioned about breaking world records in the passage?,3,4,5,6,0.28,"[-11.734477996826172, -12.133440017700195, -12.055278778076172, -12.549480438232422]",0,3,0.9995518,0.0,0.058,0.0,0.082,A,D,False
1877,RACE-H,"Judging from the writing style of the passage, it is   _  .",a piece of advertisement,a science report,a passage for professional reading,a passage from a magazine,0.28,"[-21.202689193189144, -21.666015148162842, -31.887866497039795, -20.93596124649048]",3,3,1.0,1.0,0.921,1.0,1.095,D,A,False
1878,RACE-H,Where does Travis Strawderman learn?,In a university.,In a traditional classroom,At an apprentice program.,In a high school,0.28,"[-20.34406292438507, -16.584574311971664, -18.166202664375305, -16.574679255485535]",3,2,0.915469,1.0,0.309,0.0,0.377,D,A,False
1879,RACE-H,What can we infer from the passage?,Robert and Chad have different opinions.,Professor Lerman teaches Travis technical skills.,Travis will have a high paying and stable career.,Travis liked high school and studied well,0.28,"[-33.18953800201416, -52.7216377890436, -51.790778025984764, -62.95131912827492]",0,0,1.0,0.25,2.147,0.0,2.976,A,D,False
1880,RACE-H,Which might be the best title for the passage?,New education programmes,"A University degree, key to success or not",Problems in high school,An insurance policy against low wages,0.28,"[-27.728445053100586, -41.72380921244621, -42.794376119971275, -16.713030695915222]",3,1,0.8395202,0.25,2.151,1.0,2.608,D,A,False
1881,RACE-H,By the first sentence of the passage the author means that   _  .,he understands the cost of advertising well,advertising costs money like everything else,it is worthwhile to spend money on advertising,everyone knows advertising is money consuming,0.28,"[-25.846190482378006, -28.388829025439918, -21.398039072752, -34.172269344329834]",2,2,1.0,0.25,0.923,0.0,1.277,C,B,False
