id,dataset,question,option_0,option_1,option_2,option_3,probing_accuracy,logits,prediction,actual,bertscore_f1,heuristic_dependence_score,reasoning_score,context_fidelity_score,shap_score,contrastive_prediction_original,contrastive_prediction_swapped,contrastive_robust
138,SATACT,Which choice most logically completes the text?,could suggest that there are differences in cognitive ability among the monkeys even though such differences may not actually exist.,are useful for identifying tasks that the monkeys lack the cognitive capacity to perform but not for identifying tasks that the monkeys can perform.,should not be taken as indicative of the cognitive abilities of any monkey species other than C. imitator.,reveal more about the monkeys' cognitive abilities when solving artificial problems than when solving problems encountered in the wild.,0.48,"[-65.1808694601059, -86.60000105202198, -60.15519528836012, -91.0295906662941]",2,2,0.85472256,1,2.657,1,3.087,C,B,FALSE
139,SATACT,Which choice best states the main idea of the text?,Mary hides in the garden to avoid doing her chores.,Mary is getting bored with pulling up so many weeds in the garden.,Mary is clearing out the garden to create a space to play.,Mary feels very satisfied when she’s taking care of the garden.,0.48,"[-49.122842490673065, -55.188527926802635, -48.91912543773651, -42.65788313513622]",3,1,0.90533984,1,0.886,1,1.253,D,A,FALSE
140,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,is studying,has studied,study,studies,0.48,"[-14.664102554321289, -16.507136821746826, -12.622299194335938, -27.80792808532715]",2,2,0.8807534,0.25,1.177,0,1.519,C,B,FALSE
141,SATACT,Which choice most logically completes the text? ,the English dialects spoken in the Upland South acquired their emphasis on the “r” sound from dialects spoken in Scotland. ,emphasis on the “r” sound will eventually spread from English dialects spoken in the Upland South to dialects spoken elsewhere. ,the English dialects spoken in Scotland were influenced by dialects spoken in the Upland South. ,people from Scotland abandoned their emphasis on the “r” sound after relocating to the Upland South. ,0.48,"[-76.62746579945087, -73.45757132768631, -59.54803667962551, -72.44724836573005]",2,0,0.9415279,1,1.304,0,1.708,C,B,FALSE
142,SATACT,Which choice best states the main idea of the text?,"Although it may seem surprising that foreign investment declines in developing countries as natural-resource extraction makes up a larger share of those countries’ economies, that decline happens because resource extraction requires initial investments too large for foreign investors to supply.","Although developing countries tend to become less dependent on foreign investment as natural-resource industries make up a larger share of their economies, this change may not occur if the boom-bust cycle of those industries destabilizes local currencies or increases countries’ vulnerability to external shocks.","Although one might expect that foreign investment would increase as natural-resource extraction makes up a larger share of developing countries’ economies, the opposite happens because heavy reliance on natural resources can lead to unattractive conditions for investors.","Although foreign investors tend to avoid initial investments in natural-resource industries in developing countries, foreign investment may increase significantly as those industries stabilize and the risks associated with them decline.",0.48,"[-117.3161258920154, -95.1475959846357, -118.92505424236879, -103.3818182721734]",1,3,0.90376663,1,1.977,1,2.378,B,C,FALSE
143,SATACT,Which choice completes the text with the most logical and precise word or phrase?,skeptical,observant,critical,confident,0.48,"[-37.76855278015137, -26.337830305099487, -14.846879959106445, -30.994722366333008]",2,0,0.99951,0,1.671,0,2.292,C,B,FALSE
144,SATACT,Which choice best states the main purpose of the text?,To provide details about how Argerich identifies which pieces of music she will perform,To assert that Argerich’s performances look effortless because of how she prepares for them,To discuss the kinds of music Argerich feels most comfortable encountering for the first time,To describe the unique way that Argerich approaches music she hasn’t performed before,0.48,"[-51.66033057309687, -46.64547484088689, -60.84901709901169, -49.9917260868242]",1,3,0.90881974,1,1.053,1,1.42,B,C,FALSE
145,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,enter,to enter,having entered,entering,0.48,"[-14.377961158752441, -18.955739974975586, -21.93982696533203, -27.41427707672119]",0,0,1,0.25,0.947,0,1.304,A,D,FALSE
146,SATACT,Which choice best states the main idea of the text?,Researchers are unsure how giant honeybees defend against predators larger than hornets.,Researchers think that shimmering in giant honeybees is a specific defense against hornets.,Hornets are known to be the main predator of giant honeybees.,Several different species of insects use shimmering to defend against hornets.,0.48,"[-52.33349986001849, -37.12175324186683, -73.67917314171791, -49.00600318238139]",1,1,0.9248814,0.75,2.638,1,3.656,B,C,FALSE
147,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,skeptical but,"skeptical, but","skeptical,",skeptical,0.48,"[-44.678086280822754, -43.21324586868286, -41.106040954589844, -39.25076961517334]",3,2,0.89533854,0,0.412,0,0.543,D,A,FALSE
148,SATACT,"According to the text, which piece of Favela’s art was on display in the Petersen Automotive Museum in 2017?",A painting of Los Angeles,A sculpture of a lowrider car,A painting of a piñata,A sculpture of Jesse Valadez,0.48,"[-23.197850286960602, -21.72532144188881, -22.54584540054202, -22.203565693460405]",1,3,0.903711,1,0.107,1,0.147,B,C,FALSE
149,SATACT,Which choice completes the text with the most logical transition?,"regardless,","admittedly,","in other words,","meanwhile,",0.48,"[-36.908631563186646, -28.27852565050125, -17.01731675863266, -35.016122817993164]",2,3,0.838717,0,1.557,0,1.989,C,B,FALSE
150,SATACT,The student wants to indicate where the short story takes place. Which choice most effectively uses relevant information from the notes to accomplish this goal?,“Raymond’s Run” takes place in Harlem.,"“Raymond’s Run” was published in Gorilla, My Love.",“Raymond’s Run” is told from a first person perspective.,“Raymond’s Run” was written by Toni Cade Bambara.,0.28,"[-22.905463382601738, -37.69284187629819, -28.62784342467785, -34.52062842180021]",0,3,1,0.75,1.133,0,1.479,A,D,FALSE
151,SATACT,Which choice completes the text with the most logical transition?,"In fact,","To that end,","Nevertheless,","That said,",0.28,"[-13.436921671032906, -18.287141144275665, -13.64369261264801, -16.780126601457596]",0,0,1,0,0.414,0,0.485,A,D,FALSE
152,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,is,will be,has been,was,0.28,"[-9.09010124206543, -14.705792427062988, -13.432889461517334, -10.828313827514648]",0,0,0.9999999,0.25,0.438,0,0.562,A,D,FALSE
153,SATACT,Which choice completes the text with the most logical and precise word or phrase?,demands,speculates,doubts,establishes,0.28,"[-33.0705451965332, -38.23400020599365, -40.761841773986816, -37.64717960357666]",0,3,0.99999994,0,0.555,0,0.769,A,D,FALSE
154,SATACT,"It may reasonably be inferred that the author considers Emily Dickinson ""one of the luckiest great writers who ever lived"" in part because:",her writing was discovered in such a dramatic way by her editor.,"she lived such a romantic life, dressing in white and enjoying many suitors.",she was never interrupted by her disciples.,"she lived in isolation, which allowed her much time to write.",0.28,"[-127.96830558776855, -180.8349051475525, -100.39775276184082, -128.58068180084229]",2,2,0.8972681,0.75,5.82,0,8.044,C,B,FALSE
155,SATACT,Which choice completes the text with the most logical transition?,"Meanwhile,","Nevertheless,","Secondly,","In fact,",0.28,"[-12.67990329861641, -14.059408023953438, -15.199901401996613, -13.735563218593597]",0,0,1,0,0.18,1,0.252,A,D,FALSE
156,SATACT,"According to the passage, one thing PET allows neurobiologists to do is:",observe activity in the frontal cortex of a baby's brain.,determine the number of genes involved in the formation of a baby's brain.,control the release of neurotransmitters in a baby's auditory cortex.,restore microscopic connections in a baby's brain.,0.28,"[-68.70510628819466, -75.19125870615244, -37.60304073058069, -50.34802354872227]",2,2,0.9322715,1,2.974,0,3.759,C,B,FALSE
157,SATACT,Which quotation from an article about Coleman would most directly support the aviation researcher’s claim?,"“For her air shows, Coleman frequently used the Curtiss JN-4, or ‘Jenny,’ which at that time was one of the most well-known types of planes.”","“While Coleman was beloved by spectators for her charisma, she had a more complicated relationship with her managers and staff, who at times found her behavior too impulsive and demanding.”","“Coleman once considered leaving her career as a stunt pilot to focus her efforts on giving speeches, which she felt would better support her public image.”","“Although female pilots were typically expected to wear traditional but impractical attire that included dresses or skirts, photographs of Coleman show her wearing pants and leather jackets.”",0.28,"[-144.1177756153047, -120.07223665341735, -102.2047636732459, -114.45020374655724]",2,1,0.8744996,1,3.048,0,4.191,C,B,FALSE
158,SATACT,The student wants to emphasize a similarity between the Choctaw Code Talkers and the Navajo Code Talkers. Which choice most effectively uses relevant information from the notes to accomplish this goal?,US soldiers who were members of the Choctaw Nation in Oklahoma used their native language to relay coded information.,"In World War II, one group of Navajo (Diné) soldiers was known as the Navajo Code Talkers.",Both the Choctaw Code Talkers and the Navajo Code Talkers transmitted coded military messages in the soldiers’ native languages.,"The Choctaw Code Talkers, not the Navajo Code Talkers, served in World War I.",0.28,"[-43.777970553492196, -43.592566311359406, -62.69957102893386, -51.783232072368264]",1,1,0.8683225,1,1.56,1,1.911,B,C,FALSE
159,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,studies,has been studying,will study,was studying,0.28,"[-28.287866592407227, -23.813154697418213, -20.830900192260742, -21.870546340942383]",2,0,0.89015645,0,0.571,0,0.746,C,B,FALSE
160,SATACT,Which choice completes the text with the most logical and precise word or phrase?,imagine,summarize,defend ,adjust,0.28,"[-29.880101203918457, -43.299113273620605, -31.196640491485596, -16.41905403137207]",3,1,0.9994746,0,1.904,0,2.688,D,A,FALSE
161,SATACT,The student wants to emphasize Janaki Ammal’s achievement. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"By crossbreeding the imported sugarcane species Saccharum officinarum with grasses native to India, Ammal succeeded in creating sugarcane hybrids well suited to India’s climate.","In the 1930s, the Imperial Sugar Cane Institute, which enlisted Ammal, sought to limit dependence on imported sugarcane.",Ammal was enlisted by the Imperial Sugar Cane Institute at a time when a local variety of sugarcane needed to be produced.,"As part of efforts to breed a local variety of sugarcane, an imported sugarcane species called Saccharum officinarum was crossbred with grasses native to India.",0.28,"[-52.53356338641606, -55.89341742056422, -91.06367761059664, -78.20119662676007]",0,1,1,1,3.184,1,3.853,A,D,FALSE
162,SATACT,"Based on the texts, how would the author of Text 2 most likely respond to the underlined claim in Text 1?",By questioning the idea that the story of The Nutcracker is stuck in the past and by rejecting the suggestion that contemporary audiences would enjoy an updated version,By agreeing that contemporary audiences have largely stopped going to see performances of The Nutcracker because it’s so old fashioned,By pointing out that most dance companies could increase their incomes by offering modernized versions of The Nutcracker,By suggesting that dance companies should consider offering revised versions of The Nutcracker instead of completely rejecting the show,0.28,"[-74.63717391958926, -71.80543422343908, -61.54750627424801, -69.62666568730492]",2,1,0.8931911,1,0.974,0,1.309,C,B,FALSE
163,SATACT,Which quotation from Mrs. Spring Fragrance’s letters most effectively illustrates the claim?,"“My honorable cousin is preparing for the Fifth Moon Festival, and wishes me to compound for the occasion some American ‘fudge,’ for which delectable sweet, made by my clumsy hands, you have sometimes shown a slight prejudice.”",“Next week I accompany Ah Oi to the beauteous town of San José. There will we be met by the son of the Illustrious Teacher.”,"“Forget not to care for the cat, the birds, and the flowers. Do not eat too quickly nor fan too vigorously now that the weather is warming.”","“I am enjoying a most agreeable visit, and American friends, as also our own, strive benevolently for the accomplishment of my pleasure.”",0.28,"[-253.55478651821613, -164.67695096507668, -144.42816480994225, -135.3746837694198]",3,2,0.8589802,1,9.371,0,11.818,D,A,FALSE
164,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,used,to have used,to use,using,0.28,"[-12.676609992980957, -21.494916439056396, -15.379478454589844, -14.071192741394043]",0,0,0.9999999,0.5,0.673,1,0.882,A,D,FALSE
165,SATACT,Which choice most logically completes the text?,lifelike handshakes may make people more comfortable interacting with robots.,it’s easier to program a robot to perform handshakes than it is to program a robot to perform some other types of greetings.,people are less likely to interact with robots that don’t look like humans.,the robot in the researchers’ study may have uses other than interacting with humans.,0.28,"[-46.98158109933138, -86.90174364391714, -42.83139175828546, -61.531034582760185]",2,2,0.8799582,0.5,3.449,0,4.407,C,B,FALSE
166,SATACT,The student wants to emphasize the aim of the research study. Which choice most effectively uses relevant information from the notes to accomplish this goal?,Researchers wanted to know which factors influence lizard egg clutch size because such factors have been well studied in birds but not in lizards.,"After they obtained data for over 3,900 lizard species, researchers determined that larger clutch size was associated with environments in higher latitudes that have more seasonal change.",We now know that lizards in higher-latitude environments may lay larger clutches to take advantage of shorter windows of favorable conditions.,"Researchers obtained clutch-size and habitat data for over 3,900 lizard species and analyzed the data with statistical models.",0.28,"[-45.86112053634133, -62.55648099811515, -42.49460356398049, -36.61518476950005]",3,0,0.863033,1,1.927,1,2.594,D,A,FALSE
167,SATACT,Which choice completes the text with the most logical and precise word or phrase?,a disconcerting,an acceptable,an imperceptible,a substantial,0.28,"[-19.45692728459835, -21.492279052734375, -19.609964549541473, -13.278539657592773]",3,3,0.89550364,1,0.619,0,0.821,D,A,FALSE
168,SATACT,The student wants to specify why historians believe Abele designed most of Duke’s campus buildings. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Given that most of the buildings on Duke’s campus feature architectural styles that Abele had studied in Europe, historians believe Abele is the one who designed them.","Though Abele wasn’t formally credited at the time, historians believe he designed most of the buildings on Duke’s campus.","Most of Duke’s campus buildings, which were designed by a firm Abele worked for, were designed in the Gregorian and neo-Gothic architectural styles.","Abele, an architect who studied Gregorian and neo-Gothic architecture in Europe, is believed to have designed most of the buildings on Duke’s campus.",0.28,"[-87.83277387963608, -46.57303459868126, -55.70651526264555, -61.43926047196146]",1,0,0.9268423,1,3.069,0,4.126,B,C,FALSE
169,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,they,one,you,it,0.28,"[-13.32757568359375, -12.032712936401367, -13.35753059387207, -10.503541946411133]",3,1,0.9985035,0.25,0.234,0,0.285,D,A,FALSE
170,SATACT,Which choice completes the text with the most logical and precise word or phrase?,involuntarily,beneficially,strenuously,smoothly,0.28,"[-23.596486806869507, -31.921984434127808, -23.99154633283615, -38.29538917541504]",0,2,0.9999999,0,1.218,0,1.47,A,D,FALSE
171,SATACT,Which choice most logically completes the text?,rail systems should offer fewer long-haul routes and airlines should offer more long-haul routes.,rail systems may need to schedule additional trains for these routes.,"security, baggage handling, and boarding procedures used by airlines may need to be implemented for rail systems.",passengers who travel by rail for these routes will need to accept that lead times will be similar to those for air travel.,0.28,"[-58.41041475534439, -47.17328119277954, -61.72390841692686, -93.85567712783813]",1,3,0.9043618,0,3.47,0,4.668,B,C,FALSE
172,SATACT,Which choice best describes the overall structure of the text?,It introduces an artist and then explains some common characteristics of well-known paintings by that artist.,It explains a specific painting technique and then provides examples of artists who use the technique.,It describes a famous painting and then compares it to a lesser-known painting from the same time period.,It gives an opinion on an artist and then suggests multiple reasons why the artist’s work has been largely overlooked.,0.28,"[-73.55349714681506, -63.47529724240303, -68.84118749201298, -86.79028452653438]",1,1,0.92944974,1,1.727,0,2.331,B,C,FALSE
173,SATACT,Which choice completes the text with the most logical transition?,"Alternatively,","Specifically,","For example,","As a result,",0.28,"[-12.60441330075264, -14.35254591703415, -16.869170397520065, -15.662971705198288]",0,2,1,0.25,0.317,0,0.426,A,D,FALSE
174,SATACT,Which choice best states the main idea of the text?,Medina-Alcaide and her team’s study demonstrated that fireplaces were essential to the creators of Paleolithic cave art.,Medina-Alcaide and her team discovered that Paleolithic cave artists in Spain used animal-fat lamps more often than they used torches.,Medina-Alcaide and her team were reluctant to draw many conclusions from their study because of the difficulty they had replicating light sources based on known artifacts.,Medina-Alcaide and her team tested Paleolithic light sources and learned some details about how Paleolithic artists traveled within dark caves.,0.28,"[-83.1758552105166, -86.55542871402577, -108.76285183476284, -99.36833701794967]",0,1,1,0.75,2.046,0,2.559,A,D,FALSE
175,SATACT,Which choice completes the text with the most logical transition?,"in addition,","lastly,","granted,","for instance,",0.48,"[-16.450894832611084, -17.863265931606293, -32.3730251789093, -21.0662282705307]",0,0,1.0000001,0,1.25,0,1.592,A,D,FALSE
176,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,silica glass is at a significant disadvantage due to its more dispersed atomic arrangement:,"silica glass has a more dispersed atomic arrangement, resulting in a significant disadvantage:",a significant disadvantage of silica glass is that its atomic arrangement is more dispersed:,"silica glass's atomic arrangement is more dispersed, resulting in a significant disadvantage:",0.48,"[-66.6107851266861, -64.97015343606472, -59.96166219562292, -64.3179677054286]",2,3,0.9258311,1,0.492,0,0.665,C,B,FALSE
177,SATACT,"Which finding, if true, would most directly support the team’s idea?","On average, participants found most of the purple wings and blue wings and far fewer of the iridescent wings.","On average, participants found the iridescent wings faster than they found the purple wings or blue wings.",Some participants reported that the purple wings were easier to see than the blue wings.,Some participants successfully found all of the wings on the leaves.,0.48,"[-59.25609937286936, -58.109538992866874, -36.259096063673496, -45.39272482320666]",2,3,0.9118611,1,1.901,0,2.3,C,B,FALSE
178,SATACT,Which choice completes the text with the most logical and precise word or phrase?,occupy,hoard,reserve,obtain,0.48,"[-26.76183795928955, -28.690356254577637, -28.101401329040527, -28.873714447021484]",0,3,0.9999999,0,0.165,0,0.211,A,D,FALSE
179,SATACT,Which choice completes the text with the most logical transition?,"Consequently,","Alternatively,","Ultimately,","Additionally,",0.48,"[-44.58148041367531, -13.729096218943596, -12.621544033288956, -13.564443975687027]",2,1,0.99625885,0,2.71,0,3.196,C,B,FALSE
180,SATACT,Which choice completes the text with the most logical and precise word or phrase?,intriguing,obvious,accidental,observable,0.48,"[-44.38675785064697, -27.29511833190918, -32.18216323852539, -41.698415756225586]",1,2,0.9995192,0,1.388,0,1.709,B,C,FALSE
181,SATACT,Which choice best states the main idea of the text?,Rhoden and colleagues were the first to confirm that several of Saturn’s moons contain hidden oceans.,Research has failed to identify signs that there is an ocean hidden beneath the surface of Mimas.,Rhoden and colleagues created a new computer model that identifies moons with hidden oceans without needing to analyze the moons’ rotation.,Research has revealed that an oddity in the rotation of Mimas could be explained by an ocean hidden beneath its surface.,0.48,"[-79.9408070393838, -55.09942086040974, -105.81475509423763, -53.61957851797342]",3,2,0.883169,1,4.266,1,5.22,D,A,FALSE
182,SATACT,"Which finding from the students’ study, if true, would most strongly support Tannen’s hypothesis?","On average, participants perceived commentators in the debate as more knowledgeable about the issue than commentators in the panel.","On average, participants perceived commentators in the panel as more knowledgeable about the issue than the single commentator.","On average, participants who watched the panel correctly answered more questions about the issue than those who watched the debate or the single commentator did.","On average, participants who watched the single commentator correctly answered more questions about the issue than those who watched the debate did.",0.48,"[-77.82118808478117, -71.24269204586744, -63.753708742558956, -72.00932551175356]",2,0,0.92455745,1,1,1,1.407,C,B,FALSE
183,SATACT,"Which quotation from an article about Echelman’s sculptures, if true, would most effectively illustrate this ""However, while her sculptures appear as delicate as a breeze, they are actually very durable."" claim?",“Echelman uses a special program that makes a 3D model of the sculpture.”,"“The first part of planning a new sculpture is done using paper and pencil, and then a digital program is used to finalize the design.”",“The materials that Echelman uses to build her sculptures are both flexible and strong.”,“Each sculpture is designed to reflect local landmarks from the area in which it is eventually installed.”,0.48,"[-72.98902200162411, -114.60411967337132, -61.11618270073086, -87.11976981163025]",2,2,0.9185729,1,3.989,0,5.349,C,B,FALSE
184,SATACT,"Which finding, if true, would most directly support the researchers' hypothesis?",Other species in the Velloziaceae family are found in terrains with more soil but have root structures similar to those of B. tomentosa and B. macrantha.,"Though B. tomentosa and B. macrantha both secrete citric and malic acids, each species produces the acids in different proportions.",The roots of B. tomentosa and B. macrantha carve new entry points into rocks even when cracks in the surface are readily available.,B. tomentosa and B. macrantha thrive even when transferred to the surfaces of rocks that do not contain phosphates.,0.48,"[-82.45045448796009, -69.74410162848653, -80.95675573308836, -70.65530787582975]",1,3,0.87438095,1,1.157,0,1.271,B,C,FALSE
185,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"biologist, Yuree Lee","biologist Yuree Lee,",biologist Yuree Lee,"biologist, Yuree Lee,",0.48,"[-57.299991607666016, -54.40266227722168, -51.44195079803467, -59.11180233955383]",2,1,0.95418173,0,0.583,0,0.767,C,B,FALSE
186,SATACT,"Which choice best describes the function of this 'Fires said we were home, we had drawn the circle, we were safe through the night.' portion in the text as a whole?",It illustrates that a fire provides comfort beyondphysical warmth.,It summarizes the information that came before it in the text.,It explains that the house remains cold even insummer.,It suggests that the author feels comfortable inher home with or without a fire.,0.48,"[-69.08816087245941, -49.51317775249481, -78.99097561836243, -72.8255707025528]",1,0,0.8523238,1,2.205,0,2.948,B,C,FALSE
187,SATACT,Which choice completes the text with the most logical and precise word or phrase?,preventable,undeniable,common,concerning,0.48,"[-29.339892268180847, -40.409217834472656, -13.343494415283203, -30.982351303100586]",2,0,0.8773805,0,1.945,0,2.707,C,B,FALSE
188,SATACT,Which choice completes the text with the most logical and precise word or phrase?,a prudently,an overtly,a cordially,an inadvertently,0.48,"[-23.886128425598145, -19.62615394592285, -24.49665927886963, -21.470067977905273]",1,3,0.88218796,1,0.389,0,0.487,B,C,FALSE
189,SATACT,"Which finding, if true, would most directly support Paredes’s argument?","The folklore that the ethnographers collected included several songs written in the form of a décima, a type of poem originating in late sixteenth-century Spain.",Much of the folklore that the ethnographers collected had similar elements from region to region.,Most of the folklore that the ethnographers collected was previously unknown to scholars.,Most of the folklore that the ethnographers collected consisted of corridos—ballads about history and social life—of a clearly recent origin.,0.48,"[-117.48063200898468, -65.19727147056255, -62.03056421875954, -100.93945271149278]",2,0,0.88918924,0.75,4.713,0,5.545,C,B,FALSE
190,SATACT,"Which finding, if true, would most directly support Gómez-Bahamón and her team’s hypothesis? ","The feathers located on the wings of the migratory fork-tailed flycatchers have a narrower shape than those of the nonmigratory birds, which allows them to fly long distances.","Over several generations, the sound made by the feathers of migratory male fork-tailed flycatchers grows progressively higher pitched relative to that made by the feathers of nonmigratory males. ",Fork-tailed flycatchers communicate different messages to each other depending on whether their feathers create high-pitched or low-pitched sounds. ,The breeding habits of the migratory and nonmigratory fork-tailed flycatchers remained generally the same over several generations. ,0.48,"[-93.46558652562089, -81.97638739657123, -85.31408225558698, -73.12761746181059]",3,0,0.90328914,1,1.458,0,2.034,D,A,FALSE
191,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English? ,"described, from hair to grass to sculptures","described, from hair to grass to sculptures— ","described—from hair to grass to sculptures, ",described: from hair to grass to sculptures ,0.48,"[-51.133524775505066, -58.50577354431152, -56.17345988750458, -57.52923846244812]",0,3,1,1,0.568,0,0.737,A,D,FALSE
192,SATACT,Which choice best states the main purpose of the text?,To compare basketball with other sports,To provide details of how to play basketball,To state how players will be chosen for the basketball team,To explain why the narrator thinks she might make the basketball team,0.48,"[-40.59973168373108, -45.1997047662735, -62.98187756538391, -57.772718608379364]",0,1,1,0.75,1.816,0,2.238,A,D,FALSE
193,SATACT,Which choice completes the text with the most logical and precise word or phrase?,conceptualize,neglect,illustrate,overcome,0.48,"[-29.41718488931656, -30.452277183532715, -42.35578632354736, -27.971845626831055]",3,3,0.8619075,0,1.146,0,1.438,D,A,FALSE
194,SATACT,"At point [4], the writer is considering adding the following true statement: ""I have many photo albums, and each one includes pictures of my father in various poses."" Should the writer make this addition here?","Yes, because it informs the reader that the photograph he describes in the preceding sentence is not the only one he has of his father.","Yes, because it informs the reader that the writer is more than an amateur photographer.","No, because it contradicts the writer's claim that the photograph he describes in the preceding sentence is one he also treasures.","No, because it distracts the reader from the main focus of the paragraph and does not logically fit at this point in the essay.",0.48,"[-65.16184506006539, -54.95059821009636, -82.67779364436865, -69.17548795847688]",1,0,0.91935253,1,1.988,0,2.773,B,C,FALSE
195,SATACT,Which choice completes the text with the most logical and precise word or phrase?,widespread,careful,unintended,infrequent,0.48,"[-26.629807472229004, -27.57279872894287, -41.20921993255615, -18.118627548217773]",3,0,0.82481015,0,1.654,0,2.309,D,A,FALSE
196,SATACT,Which choice best states the main idea of the text?,Alspaugh inspired other women to save pieces of fabric in scrapbooks and provide historical records of nineteenth-century fashions in the United States.,Historians rely on fabric scrapbooks to understand how fashions changed throughout the nineteenth-century United States.,Fabric scrapbooks were a popular hobby for many women in the nineteenth-century United States.,Alspaugh’s scrapbook provides a detailed account of her life and historical record of fashion trends in the nineteenth-century United States.,0.48,"[-95.61299972911365, -68.11574728414416, -70.9359776545316, -54.58037437812891]",3,3,0.93628937,1,2.961,1,4.103,D,A,FALSE
197,SATACT,Which quotation from “The Bet” most effectively illustrates the claim?,“Then the banker cautiously broke the seals off the door and put the key in the keyhole.”,"“It struck three o’clock, the banker listened; everyone was asleep in the house and nothing could be heard outside but the rustling of the chilled trees.”","“The banker, spoilt and frivolous, with millions beyond his reckoning, was delighted at the bet.”","“When [the banker] got home he lay on his bed, but his tears and emotion kept him for hours from sleeping.”",0.48,"[-84.86831822991371, -137.3920118510723, -101.86133459210396, -90.14901062846184]",0,2,0.99999994,1,4.095,0,5.252,A,D,FALSE
198,SATACT,Which choice completes the text with the most logical transition?,"As a result,","First,","Additionally,","However,",0.48,"[-14.513921558856964, -12.089804887771606, -12.749428316950798, -11.86222219467163]",3,3,0.8503902,0.25,0.208,0,0.265,D,A,FALSE
199,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,she,they,it,those,0.48,"[-11.178464889526367, -14.105476379394531, -10.664617538452148, -15.77901840209961]",2,2,0.99936825,0.25,0.421,0,0.511,C,B,FALSE
200,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,is vowing,vowed,will vow,vows,0.36,"[-18.30312740802765, -26.037880897521973, -20.486995697021484, -25.247708320617676]",0,0,0.9999998,0.25,0.646,1,0.773,A,D,FALSE
201,SATACT,Which choice completes the text with the most logical and precise word or phrase?,unobtrusive,concealed,approximate,peripheral,0.36,"[-28.94143271446228, -39.04413032531738, -46.690022468566895, -41.80196285247803]",0,3,1.0000002,0,1.297,0,1.775,A,D,FALSE
202,SATACT,"Given that all of the choices are true, which one, replacing the phrase ""is often used by marine biologists."", provides information that is relevant and that makes the rest of Paragraph 3 understandable?",NO CHANGE,had a specimen bottle attached to its smaller end.,was woven from cotton and nylon material.,was shaped like a geometric figure.,0.36,"[-20.63698124885559, -70.46056973934174, -61.36465549468994, -43.945637464523315]",0,2,1,0.75,3.799,0,4.982,A,D,FALSE
203,SATACT,Which choice completes the text with the most logical and precise word or phrase?,thoughtfulness,esteem,controversy,sincerity,0.36,"[-17.921648025512695, -15.37305736541748, -41.2013053894043, -25.192940711975098]",1,0,0.847768,0,2.013,0,2.583,B,C,FALSE
204,SATACT,The student wants to emphasize a difference between the MexiCali Biennial and traditional biennials. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"In 2006, artists Ed Gomez and Luis Hernandez founded the MexiCali Biennial, which has taken place in 2006, 2009–10, 2013, and 2018–20.","Unlike traditional biennials, the MexiCali Biennial hosts exhibitions in different venues on an uneven schedule.","The term biennial traditionally refers to an art exhibition that takes place every two years in a single location, not to exhibitions hosted at a variety of times and venues.","Biennial exhibitions have been held in New York, Berlin, and Venice but also on both sides of the US-Mexico border.",0.36,"[-57.25834313379892, -36.10282669152366, -64.88040579785593, -60.28055736748502]",1,0,0.8674952,1,2.207,0,2.878,B,C,FALSE
205,SATACT,"The last paragraph suggests that those who would reevaluate, and perhaps want to devalue, the work of famous male poets should above all be:",cautious.,decisive.,opinionated.,zealous.,0.36,"[-55.739014625549316, -50.779337882995605, -57.001325607299805, -43.905219078063965]",3,0,0.9173367,0,1.029,0,1.31,D,A,FALSE
206,SATACT,Which choice completes the text with the most logical and precise word or phrase?,decisive,lacking,variable,dormant,0.36,"[-30.74203872680664, -27.100829124450684, -14.011063575744629, -36.38313961029053]",2,3,0.9975572,0,1.645,0,2.237,C,B,FALSE
207,SATACT,Which choice most logically completes the text?,S. caninervis is one of the few types of moss that can survive under semitransparent rocks.,quartz crystals do not transmit the necessary sunlight for photosynthesis in S. caninervis.,S. caninervis growing under quartz crystals experience lower light intensity and are thus able to retain more moisture.,quartz crystals are capable of supporting S. caninervis growth if the crystals are not too thin.,0.36,"[-60.30553085077554, -71.87284162268043, -71.53125458583236, -75.33150859363377]",0,0,1,0.75,1.132,0,1.503,A,D,FALSE
208,SATACT,Which choice completes the text with the most logical and precise word or phrase?,prevail,succumb,diverge,intersect,0.36,"[-34.01970863342285, -43.3428430557251, -27.866594791412354, -30.371418952941895]",2,0,0.88388455,0,1.175,0,1.548,C,B,FALSE
